Drug,SideEffect,OrganClass,Reported,Expected,TimesMoreThanExpected,PRR,ROR,SignalScore,Status,ReferenceSetStatus,PctSerious,PctFatal,PctRechallengePositive,PctClinicianReported,EverFlagged,FirstFlagged
ADALIMUMAB,ARTHRALGIA,Musculoskeletal,1070,1134.4,0.94,0.94,0.94,-0.185,Ordinary,Not in reference set,83.36,20.37,5.61,65.05,No,
TAMSULOSIN,SEROTONIN SYNDROME,Nervous system,362,365.0,0.99,0.99,0.99,-0.185,Ordinary,Not in reference set,84.53,18.51,6.08,69.89,No,
CANAGLIFLOZIN,ANGIOEDEMA,Skin,479,490.7,0.98,0.97,0.97,-0.186,Ordinary,Not in reference set,84.76,15.87,6.47,70.77,No,
FEBUXOSTAT,TORSADE DE POINTES,Cardiac,257,253.4,1.01,1.02,1.02,-0.186,Ordinary,Not in reference set,83.27,17.51,7.00,68.09,No,
FEBUXOSTAT,PNEUMONIA,Infection,618,641.1,0.96,0.96,0.96,-0.186,Ordinary,Not in reference set,83.82,16.83,5.66,64.24,No,
SERTRALINE,PULMONARY FIBROSIS,Respiratory,584,604.2,0.97,0.96,0.96,-0.186,Ordinary,Not in reference set,85.10,19.35,4.62,65.07,No,
METHOTREXATE,DEHYDRATION,Metabolic,740,773.9,0.96,0.95,0.95,-0.186,Ordinary,Not in reference set,85.27,16.76,4.59,69.32,No,
ATORVASTATIN,MYOCARDITIS,Cardiac,547,564.3,0.97,0.97,0.97,-0.186,Ordinary,Not in reference set,83.00,19.01,5.30,65.45,No,
DULOXETINE,HYPONATRAEMIA,Metabolic,720,752.3,0.96,0.95,0.95,-0.186,Ordinary,Not in reference set,80.56,16.53,6.11,64.58,No,
VALPROATE,DIABETIC KETOACIDOSIS,Metabolic,555,573.1,0.97,0.97,0.97,-0.187,Ordinary,Not in reference set,83.06,19.10,6.67,69.01,No,
CIPROFLOXACIN,PHOTOSENSITIVITY REACTION,Skin,450,459.7,0.98,0.98,0.98,-0.187,Ordinary,Not in reference set,84.89,15.78,4.00,67.11,No,
METFORMIN,HEPATITIS,Hepatobiliary,684,713.3,0.96,0.95,0.95,-0.187,Ordinary,Not in reference set,80.56,17.54,6.58,65.06,No,
GABAPENTIN,HEPATITIS,Hepatobiliary,554,572.1,0.97,0.97,0.96,-0.187,Ordinary,Not in reference set,85.02,18.41,5.78,65.52,No,
ROSUVASTATIN,HALLUCINATION,Psychiatric,509,523.5,0.97,0.97,0.97,-0.187,Ordinary,Not in reference set,81.73,15.13,5.30,69.55,No,
DULOXETINE,NIGHTMARE,Psychiatric,740,774.5,0.96,0.95,0.95,-0.187,Ordinary,Not in reference set,83.38,16.62,5.41,68.38,No,
CLOZAPINE,PULMONARY FIBROSIS,Respiratory,384,389.0,0.99,0.99,0.99,-0.187,Ordinary,Not in reference set,83.33,16.67,6.25,64.06,No,
CELECOXIB,TORSADE DE POINTES,Cardiac,312,312.0,1.00,1.00,1.00,-0.187,Ordinary,Not in reference set,80.77,14.74,7.37,70.19,No,
ADALIMUMAB,PULMONARY FIBROSIS,Respiratory,381,385.8,0.99,0.99,0.99,-0.187,Ordinary,Not in reference set,81.10,20.21,4.99,68.50,No,
CLOPIDOGREL,CARDIAC ARREST,Cardiac,452,462.1,0.98,0.98,0.98,-0.187,Ordinary,Not in reference set,82.30,17.70,5.09,69.69,No,
ADALIMUMAB,HEPATIC FAILURE,Hepatobiliary,328,329.1,1.00,1.00,1.00,-0.187,Ordinary,Not in reference set,84.45,17.99,5.79,71.04,No,
ALLOPURINOL,SOMNOLENCE,Nervous system,803,843.5,0.95,0.95,0.95,-0.188,Ordinary,Not in reference set,82.69,17.06,5.85,65.13,No,
SERTRALINE,DIABETIC KETOACIDOSIS,Metabolic,842,886.4,0.95,0.95,0.94,-0.188,Ordinary,Not in reference set,83.85,18.17,5.82,65.08,No,
APIXABAN,RESPIRATORY DEPRESSION,Respiratory,555,573.8,0.97,0.97,0.96,-0.188,Ordinary,Not in reference set,82.16,17.12,6.13,67.39,No,
VARENICLINE,RESPIRATORY DEPRESSION,Respiratory,380,385.0,0.99,0.99,0.99,-0.188,Ordinary,Not in reference set,83.95,15.26,6.05,64.21,No,
ALLOPURINOL,RHABDOMYOLYSIS,Musculoskeletal,587,608.7,0.96,0.96,0.96,-0.189,Ordinary,Not in reference set,83.65,16.35,5.79,66.61,No,
METHOTREXATE,BRADYCARDIA,Cardiac,389,394.7,0.99,0.98,0.98,-0.189,Ordinary,Not in reference set,85.35,21.34,6.17,64.52,No,
CLOPIDOGREL,PHOTOSENSITIVITY REACTION,Skin,447,457.2,0.98,0.98,0.98,-0.189,Ordinary,Not in reference set,83.45,19.46,6.71,65.10,No,
AMIODARONE,CONGENITAL ANOMALY,Congenital,167,159.4,1.05,1.05,1.05,-0.189,Ordinary,Not in reference set,79.04,15.57,2.99,71.26,No,
TRAMADOL,DEHYDRATION,Metabolic,852,898.1,0.95,0.94,0.94,-0.189,Ordinary,Not in reference set,81.57,17.49,5.87,67.84,No,
ALBUTEROL,SEROTONIN SYNDROME,Nervous system,562,581.7,0.97,0.96,0.96,-0.189,Ordinary,Not in reference set,83.10,19.40,5.87,66.55,No,
IBUPROFEN,MEMORY IMPAIRMENT,Nervous system,830,874.1,0.95,0.94,0.94,-0.189,Ordinary,Not in reference set,82.77,17.11,4.22,66.02,No,
ONDANSETRON,HALLUCINATION,Psychiatric,510,525.5,0.97,0.97,0.97,-0.189,Ordinary,Not in reference set,82.55,17.84,6.86,66.27,No,
CLOPIDOGREL,MUSCULAR WEAKNESS,Musculoskeletal,851,897.2,0.95,0.94,0.94,-0.189,Ordinary,Not in reference set,83.31,15.16,5.88,67.69,No,
AMIODARONE,PANCYTOPENIA,Blood,558,577.6,0.97,0.96,0.96,-0.190,Ordinary,Not in reference set,81.18,15.41,6.45,67.74,No,
CANAGLIFLOZIN,AGRANULOCYTOSIS,Blood,414,422.0,0.98,0.98,0.98,-0.190,Ordinary,Not in reference set,81.40,19.08,5.07,66.67,No,
VARENICLINE,SEIZURE,Nervous system,389,395.1,0.98,0.98,0.98,-0.190,Ordinary,Not in reference set,86.12,18.51,5.91,66.84,No,
SITAGLIPTIN,LACTIC ACIDOSIS,Metabolic,457,468.4,0.98,0.97,0.97,-0.190,Ordinary,Not in reference set,81.40,16.19,6.56,70.02,No,
WARFARIN,TOXIC EPIDERMAL NECROLYSIS,Skin,263,260.5,1.01,1.01,1.01,-0.190,Ordinary,Not in reference set,80.99,21.29,6.08,68.44,No,
HYDROXYCHLOROQUINE,ANGIOEDEMA,Skin,485,498.8,0.97,0.97,0.97,-0.190,Ordinary,Not in reference set,84.74,19.18,4.74,65.36,No,
METHOTREXATE,PULMONARY FIBROSIS,Respiratory,450,461.0,0.98,0.97,0.97,-0.191,Ordinary,Not in reference set,80.89,14.67,7.56,66.00,No,
VALPROATE,RESPIRATORY DEPRESSION,Respiratory,475,488.0,0.97,0.97,0.97,-0.191,Ordinary,Not in reference set,81.68,20.42,4.21,69.47,No,
AMLODIPINE,TORSADE DE POINTES,Cardiac,580,602.0,0.96,0.96,0.96,-0.191,Ordinary,Not in reference set,82.24,17.59,6.38,68.28,No,
SITAGLIPTIN,CARDIAC ARREST,Cardiac,331,333.1,0.99,0.99,0.99,-0.191,Ordinary,Not in reference set,84.89,14.80,4.83,61.33,No,
WARFARIN,PANCREATITIS,Gastrointestinal,723,757.9,0.95,0.95,0.95,-0.191,Ordinary,Not in reference set,81.19,18.12,8.02,66.67,No,
METHOTREXATE,AORTIC ANEURYSM,Vascular,386,392.1,0.98,0.98,0.98,-0.191,Ordinary,Not in reference set,83.42,17.36,4.66,65.80,No,
FEBUXOSTAT,SOMNOLENCE,Nervous system,650,678.3,0.96,0.96,0.95,-0.191,Ordinary,Not in reference set,83.54,17.85,5.23,66.46,No,
METHOTREXATE,MUSCULAR WEAKNESS,Musculoskeletal,740,776.7,0.95,0.95,0.95,-0.191,Ordinary,Not in reference set,83.51,19.73,5.41,68.51,No,
AMIODARONE,MEMORY IMPAIRMENT,Nervous system,482,495.8,0.97,0.97,0.97,-0.191,Ordinary,Not in reference set,83.82,14.32,5.39,65.35,No,
DULOXETINE,SEROTONIN SYNDROME,Nervous system,432,441.9,0.98,0.98,0.98,-0.192,Ordinary,Not in reference set,83.56,18.52,4.40,66.20,No,
CELECOXIB,TREMOR,Nervous system,634,661.2,0.96,0.96,0.96,-0.192,Ordinary,Not in reference set,83.28,17.03,6.94,65.30,No,
CELECOXIB,SEROTONIN SYNDROME,Nervous system,363,367.7,0.99,0.99,0.99,-0.192,Ordinary,Not in reference set,86.23,19.83,5.23,70.25,No,
ISOTRETINOIN,DIZZINESS,Nervous system,958,1016.4,0.94,0.94,0.94,-0.192,Ordinary,Not in reference set,81.73,15.45,5.43,66.39,No,
GABAPENTIN,AGRANULOCYTOSIS,Blood,642,670.2,0.96,0.95,0.95,-0.192,Ordinary,Not in reference set,82.71,18.38,4.67,64.95,No,
METHOTREXATE,HYPONATRAEMIA,Metabolic,712,746.9,0.95,0.95,0.95,-0.193,Ordinary,Not in reference set,83.01,15.87,5.62,68.68,No,
SERTRALINE,HEPATITIS,Hepatobiliary,552,572.4,0.96,0.96,0.96,-0.193,Ordinary,Not in reference set,82.25,17.21,5.25,64.13,No,
FEBUXOSTAT,MYOCARDITIS,Cardiac,239,235.6,1.01,1.02,1.02,-0.193,Ordinary,Not in reference set,84.10,17.57,7.11,69.46,No,
VALPROATE,CARDIAC ARREST,Cardiac,336,339.0,0.99,0.99,0.99,-0.193,Ordinary,Not in reference set,82.14,16.96,4.76,66.67,No,
VALPROATE,TORSADE DE POINTES,Cardiac,314,315.5,1.00,0.99,0.99,-0.193,Ordinary,Not in reference set,82.17,15.61,5.10,70.06,No,
IBUPROFEN,THROMBOCYTOPENIA,Blood,807,851.4,0.95,0.94,0.94,-0.194,Ordinary,Not in reference set,83.77,17.35,5.08,66.42,No,
OMEPRAZOLE,MYOCARDITIS,Cardiac,494,509.7,0.97,0.97,0.97,-0.194,Ordinary,Not in reference set,83.60,16.80,5.47,68.62,No,
AMIODARONE,HYPERKALAEMIA,Metabolic,482,496.7,0.97,0.97,0.97,-0.194,Ordinary,Not in reference set,84.02,19.50,4.36,64.32,No,
WARFARIN,BRADYCARDIA,Cardiac,502,518.5,0.97,0.97,0.96,-0.194,Ordinary,Not in reference set,84.26,19.12,4.98,65.74,No,
GABAPENTIN,RESPIRATORY DEPRESSION,Respiratory,718,754.4,0.95,0.95,0.95,-0.195,Ordinary,Not in reference set,84.82,15.88,5.71,65.46,No,
CELECOXIB,MYOCARDITIS,Cardiac,290,290.1,1.00,1.00,1.00,-0.195,Ordinary,Not in reference set,83.79,15.52,5.52,66.90,No,
TAMSULOSIN,MYALGIA,Musculoskeletal,925,981.9,0.94,0.94,0.94,-0.195,Ordinary,Not in reference set,83.03,18.05,5.84,68.54,No,
CELECOXIB,HYPERKALAEMIA,Metabolic,483,498.1,0.97,0.97,0.97,-0.195,Ordinary,Not in reference set,84.06,16.15,5.80,67.49,No,
SITAGLIPTIN,ACUTE KIDNEY INJURY,Renal,674,706.3,0.95,0.95,0.95,-0.195,Ordinary,Not in reference set,83.68,17.80,5.04,67.51,No,
ESOMEPRAZOLE,ALOPECIA,Skin,844,892.9,0.95,0.94,0.94,-0.195,Ordinary,Not in reference set,83.41,17.54,5.45,68.60,No,
IBUPROFEN,PANCYTOPENIA,Blood,958,1018.4,0.94,0.94,0.93,-0.195,Ordinary,Not in reference set,83.72,17.64,4.80,66.81,No,
LEVOFLOXACIN,CLOSTRIDIUM DIFFICILE COLITIS,Gastrointestinal,498,514.5,0.97,0.97,0.96,-0.195,Ordinary,Not in reference set,85.14,17.47,6.22,69.88,No,
CELECOXIB,RHABDOMYOLYSIS,Musculoskeletal,579,602.8,0.96,0.96,0.96,-0.195,Ordinary,Not in reference set,80.48,14.68,5.35,67.88,No,
VALPROATE,SEROTONIN SYNDROME,Nervous system,366,371.8,0.98,0.98,0.98,-0.195,Ordinary,Not in reference set,82.24,18.58,6.83,66.12,No,
FUROSEMIDE,TORSADE DE POINTES,Cardiac,478,493.0,0.97,0.97,0.97,-0.196,Ordinary,Not in reference set,80.75,14.85,3.56,67.99,No,
INSULIN GLARGINE,AGRANULOCYTOSIS,Blood,494,510.4,0.97,0.97,0.97,-0.196,Ordinary,Not in reference set,85.02,19.84,6.28,63.56,No,
VALPROATE,AORTIC ANEURYSM,Vascular,329,332.3,0.99,0.99,0.99,-0.197,Ordinary,Not in reference set,79.03,14.59,5.47,66.57,No,
SERTRALINE,ALOPECIA,Skin,948,1008.8,0.94,0.93,0.93,-0.197,Ordinary,Not in reference set,84.39,15.30,5.06,67.41,No,
SERTRALINE,PARAESTHESIA,Nervous system,974,1037.8,0.94,0.93,0.93,-0.197,Ordinary,Not in reference set,82.34,17.56,5.54,68.69,No,
SITAGLIPTIN,HEPATITIS,Hepatobiliary,358,363.7,0.98,0.98,0.98,-0.197,Ordinary,Not in reference set,81.84,18.16,5.03,64.53,No,
CANAGLIFLOZIN,CONFUSIONAL STATE,Psychiatric,612,639.8,0.96,0.95,0.95,-0.198,Ordinary,Not in reference set,80.88,17.97,6.54,68.14,No,
ALLOPURINOL,HYPERTENSION,Vascular,777,821.0,0.95,0.94,0.94,-0.198,Ordinary,Not in reference set,83.53,17.12,4.89,69.50,No,
ESOMEPRAZOLE,MEMORY IMPAIRMENT,Nervous system,656,688.1,0.95,0.95,0.95,-0.198,Ordinary,Not in reference set,86.59,18.29,6.10,64.48,No,
CIPROFLOXACIN,HYPERKALAEMIA,Metabolic,658,690.5,0.95,0.95,0.95,-0.198,Ordinary,Not in reference set,82.52,14.74,4.71,70.82,No,
LEVOFLOXACIN,DIABETIC KETOACIDOSIS,Metabolic,743,783.8,0.95,0.94,0.94,-0.198,Ordinary,Not in reference set,81.29,17.50,4.31,66.22,No,
SERTRALINE,MYOCARDITIS,Cardiac,441,453.7,0.97,0.97,0.97,-0.198,Ordinary,Not in reference set,81.63,16.33,4.99,72.11,No,
OMEPRAZOLE,STEVENS-JOHNSON SYNDROME,Skin,515,534.3,0.96,0.96,0.96,-0.199,Ordinary,Not in reference set,85.24,18.06,6.99,67.77,No,
APIXABAN,NEUTROPENIA,Blood,554,576.9,0.96,0.96,0.96,-0.199,Ordinary,Not in reference set,83.21,15.34,6.14,69.31,No,
FEBUXOSTAT,CONFUSIONAL STATE,Psychiatric,509,527.9,0.96,0.96,0.96,-0.199,Ordinary,Not in reference set,78.59,16.31,5.30,66.21,No,
APIXABAN,BRADYCARDIA,Cardiac,385,393.3,0.98,0.98,0.98,-0.199,Ordinary,Not in reference set,83.64,16.88,6.23,68.31,No,
FEBUXOSTAT,BRADYCARDIA,Cardiac,269,268.6,1.00,1.00,1.00,-0.199,Ordinary,Not in reference set,88.48,18.22,6.32,68.77,No,
ALBUTEROL,HEPATIC FAILURE,Hepatobiliary,503,521.6,0.96,0.96,0.96,-0.199,Ordinary,Not in reference set,80.72,15.31,6.36,67.00,No,
FEBUXOSTAT,SEIZURE,Nervous system,393,402.2,0.98,0.98,0.98,-0.200,Ordinary,Not in reference set,82.44,17.56,7.89,66.67,No,
TAMSULOSIN,HALLUCINATION,Psychiatric,328,332.0,0.99,0.99,0.99,-0.200,Ordinary,Not in reference set,82.62,14.94,7.01,67.68,No,
ESOMEPRAZOLE,PULMONARY FIBROSIS,Respiratory,515,534.8,0.96,0.96,0.96,-0.200,Ordinary,Not in reference set,81.36,18.06,5.05,66.41,No,
INSULIN GLARGINE,CARDIAC ARREST,Cardiac,390,399.0,0.98,0.98,0.98,-0.200,Ordinary,Not in reference set,84.62,18.46,5.13,64.36,No,
AMIODARONE,ELECTROCARDIOGRAM QT PROLONGED,Cardiac,719,758.9,0.95,0.94,0.94,-0.201,Ordinary,Not in reference set,84.42,16.13,5.42,65.65,No,
FEBUXOSTAT,NIGHTMARE,Psychiatric,504,523.2,0.96,0.96,0.96,-0.201,Ordinary,Not in reference set,79.96,17.66,4.76,69.64,No,
AMIODARONE,THROMBOCYTOPENIA,Blood,467,482.9,0.97,0.97,0.96,-0.201,Ordinary,Not in reference set,81.80,15.42,4.93,68.74,No,
ADALIMUMAB,RESPIRATORY DEPRESSION,Respiratory,466,481.9,0.97,0.97,0.96,-0.201,Ordinary,Not in reference set,81.76,17.38,5.36,67.60,No,
FUROSEMIDE,LACTIC ACIDOSIS,Metabolic,706,744.9,0.95,0.94,0.94,-0.202,Ordinary,Not in reference set,83.00,18.27,4.96,67.99,No,
INSULIN GLARGINE,SEROTONIN SYNDROME,Nervous system,425,437.6,0.97,0.97,0.97,-0.202,Ordinary,Not in reference set,86.35,16.71,5.18,68.94,No,
ADALIMUMAB,SEROTONIN SYNDROME,Nervous system,360,367.1,0.98,0.98,0.98,-0.202,Ordinary,Not in reference set,83.33,19.44,6.94,70.28,No,
CLOPIDOGREL,AORTIC ANEURYSM,Vascular,439,453.0,0.97,0.97,0.97,-0.203,Ordinary,Not in reference set,82.92,20.96,4.10,63.33,No,
CELECOXIB,TOXIC EPIDERMAL NECROLYSIS,Skin,172,166.2,1.03,1.04,1.04,-0.203,Ordinary,Not in reference set,81.98,16.86,5.81,69.19,No,
VALPROATE,AGRANULOCYTOSIS,Blood,421,433.6,0.97,0.97,0.97,-0.203,Ordinary,Not in reference set,82.90,18.29,4.99,65.80,No,
MONTELUKAST,TOXIC EPIDERMAL NECROLYSIS,Skin,294,296.2,0.99,0.99,0.99,-0.204,Ordinary,Not in reference set,79.93,16.67,6.12,63.61,No,
PANTOPRAZOLE,BRADYCARDIA,Cardiac,445,459.9,0.97,0.97,0.96,-0.204,Ordinary,Not in reference set,85.17,17.08,5.17,71.46,No,
VALPROATE,GASTROINTESTINAL HAEMORRHAGE,Gastrointestinal,923,986.2,0.94,0.93,0.93,-0.204,Ordinary,Not in reference set,81.26,15.93,5.42,66.63,No,
CELECOXIB,GASTROINTESTINAL HAEMORRHAGE,Gastrointestinal,913,975.3,0.94,0.93,0.93,-0.204,Ordinary,Not in reference set,85.32,19.39,5.81,65.83,No,
CELECOXIB,MEMORY IMPAIRMENT,Nervous system,479,497.1,0.96,0.96,0.96,-0.204,Ordinary,Not in reference set,85.18,15.24,8.14,66.39,No,
CANAGLIFLOZIN,BRADYCARDIA,Cardiac,321,325.5,0.99,0.99,0.99,-0.205,Ordinary,Not in reference set,81.31,18.38,5.30,71.03,No,
VARENICLINE,RHABDOMYOLYSIS,Musculoskeletal,464,480.9,0.96,0.96,0.96,-0.205,Ordinary,Not in reference set,84.91,15.73,5.82,64.66,No,
CLOZAPINE,FOETAL MALFORMATION,Congenital,392,402.5,0.97,0.97,0.97,-0.205,Ordinary,Not in reference set,80.87,15.31,5.87,66.07,No,
DULOXETINE,CLOSTRIDIUM DIFFICILE COLITIS,Gastrointestinal,433,447.2,0.97,0.97,0.97,-0.205,Ordinary,Not in reference set,84.76,18.71,5.08,70.44,No,
OMEPRAZOLE,AMPUTATION,Procedural,515,536.8,0.96,0.96,0.95,-0.205,Ordinary,Not in reference set,82.14,15.92,6.21,71.26,No,
FUROSEMIDE,HYPERKALAEMIA,Metabolic,742,787.0,0.94,0.94,0.94,-0.206,Ordinary,Not in reference set,83.29,18.46,5.12,68.33,No,
ONDANSETRON,TREMOR,Nervous system,969,1038.8,0.93,0.93,0.92,-0.206,Ordinary,Not in reference set,83.28,17.75,5.37,68.73,No,
APIXABAN,HAEMORRHAGE,Vascular,761,808.2,0.94,0.94,0.94,-0.207,Ordinary,Not in reference set,83.18,14.45,6.18,69.65,No,
TAMSULOSIN,PHOTOSENSITIVITY REACTION,Skin,324,329.2,0.98,0.98,0.98,-0.207,Ordinary,Not in reference set,82.72,17.90,7.41,64.51,No,
AMIODARONE,STEVENS-JOHNSON SYNDROME,Skin,300,303.3,0.99,0.99,0.99,-0.207,Ordinary,Not in reference set,85.00,18.00,6.00,64.67,No,
VARENICLINE,CLOSTRIDIUM DIFFICILE COLITIS,Gastrointestinal,294,296.8,0.99,0.99,0.99,-0.207,Ordinary,Not in reference set,84.35,12.93,5.44,68.71,No,
CELECOXIB,RESPIRATORY DEPRESSION,Respiratory,465,482.6,0.96,0.96,0.96,-0.207,Ordinary,Not in reference set,83.66,17.85,5.16,66.67,No,
TAMSULOSIN,PULMONARY FIBROSIS,Respiratory,374,383.5,0.98,0.97,0.97,-0.207,Ordinary,Not in reference set,84.49,18.18,6.15,64.44,No,
VARENICLINE,PANCREATITIS,Gastrointestinal,376,385.7,0.97,0.97,0.97,-0.207,Ordinary,Not in reference set,82.71,14.89,6.38,67.02,No,
ONDANSETRON,HEPATIC FAILURE,Hepatobiliary,497,517.9,0.96,0.96,0.96,-0.207,Ordinary,Not in reference set,82.90,13.28,3.62,66.40,No,
FEBUXOSTAT,ABDOMINAL PAIN,Gastrointestinal,855,912.9,0.94,0.93,0.93,-0.208,Ordinary,Not in reference set,83.27,16.49,4.33,64.21,No,
ALBUTEROL,PULMONARY FIBROSIS,Respiratory,582,611.3,0.95,0.95,0.95,-0.208,Ordinary,Not in reference set,86.43,15.81,7.22,66.49,No,
ALLOPURINOL,HEPATITIS,Hepatobiliary,361,369.6,0.98,0.98,0.98,-0.208,Ordinary,Not in reference set,81.72,18.28,6.93,63.43,No,
ISOTRETINOIN,MUSCULAR WEAKNESS,Musculoskeletal,493,513.7,0.96,0.96,0.96,-0.208,Ordinary,Not in reference set,80.93,16.63,6.69,66.73,No,
WARFARIN,CLOSTRIDIUM DIFFICILE COLITIS,Gastrointestinal,556,583.2,0.95,0.95,0.95,-0.209,Ordinary,Not in reference set,85.79,17.63,6.83,68.35,No,
LISINOPRIL,AMPUTATION,Procedural,567,595.3,0.95,0.95,0.95,-0.209,Ordinary,Not in reference set,83.60,17.64,5.47,65.43,No,
TRAMADOL,FOETAL MALFORMATION,Congenital,529,553.7,0.96,0.95,0.95,-0.209,Ordinary,Not in reference set,82.23,19.09,5.10,66.16,No,
TAMSULOSIN,NIGHTMARE,Psychiatric,607,639.7,0.95,0.95,0.94,-0.210,Ordinary,Not in reference set,83.86,17.79,4.28,67.22,No,
FEBUXOSTAT,SEROTONIN SYNDROME,Nervous system,295,298.5,0.99,0.99,0.99,-0.210,Ordinary,Not in reference set,84.75,16.61,5.42,65.08,No,
ALBUTEROL,TOXIC EPIDERMAL NECROLYSIS,Skin,262,263.0,1.00,1.00,1.00,-0.210,Ordinary,Not in reference set,81.30,15.65,3.82,66.41,No,
PANTOPRAZOLE,SEROTONIN SYNDROME,Nervous system,490,511.1,0.96,0.96,0.95,-0.210,Ordinary,Not in reference set,84.69,17.35,6.53,67.76,No,
AZITHROMYCIN,RESPIRATORY DEPRESSION,Respiratory,633,668.6,0.95,0.94,0.94,-0.210,Ordinary,Not in reference set,81.04,15.80,6.48,64.61,No,
ATORVASTATIN,CARDIAC ARREST,Cardiac,618,652.1,0.95,0.94,0.94,-0.210,Ordinary,Not in reference set,84.30,18.28,5.83,66.34,No,
CLOPIDOGREL,MEMORY IMPAIRMENT,Nervous system,648,685.3,0.95,0.94,0.94,-0.210,Ordinary,Not in reference set,83.95,18.21,5.25,67.28,No,
VALPROATE,ELECTROCARDIOGRAM QT PROLONGED,Cardiac,724,769.4,0.94,0.94,0.94,-0.211,Ordinary,Not in reference set,82.32,15.33,4.42,64.78,No,
ALBUTEROL,PANCREATITIS,Gastrointestinal,720,765.1,0.94,0.94,0.93,-0.211,Ordinary,Not in reference set,83.19,17.36,5.00,65.69,No,
VALPROATE,PARAESTHESIA,Nervous system,635,671.0,0.95,0.94,0.94,-0.211,Ordinary,Not in reference set,84.41,18.43,6.93,65.35,No,
ISOTRETINOIN,HAEMORRHAGE,Vascular,513,536.6,0.96,0.95,0.95,-0.211,Ordinary,Not in reference set,85.19,19.49,6.24,62.77,No,
FEBUXOSTAT,RHABDOMYOLYSIS,Musculoskeletal,470,489.4,0.96,0.96,0.96,-0.211,Ordinary,Not in reference set,83.83,20.85,4.47,64.47,No,
GABAPENTIN,BRADYCARDIA,Cardiac,495,517.1,0.96,0.95,0.95,-0.211,Ordinary,Not in reference set,81.21,14.95,7.27,70.51,No,
VALPROATE,THROMBOCYTOPENIA,Blood,470,489.7,0.96,0.96,0.96,-0.211,Ordinary,Not in reference set,82.55,17.66,6.81,66.60,No,
HYDROXYCHLOROQUINE,FOETAL MALFORMATION,Congenital,388,400.0,0.97,0.97,0.97,-0.211,Ordinary,Not in reference set,81.44,20.10,5.41,67.53,No,
LEVOFLOXACIN,SEROTONIN SYNDROME,Nervous system,487,508.4,0.96,0.95,0.95,-0.212,Ordinary,Not in reference set,84.19,17.45,6.57,66.94,No,
GABAPENTIN,HALLUCINATION,Psychiatric,500,522.8,0.96,0.95,0.95,-0.212,Ordinary,Not in reference set,79.20,16.40,4.80,66.40,No,
CLOPIDOGREL,AGRANULOCYTOSIS,Blood,562,591.1,0.95,0.95,0.95,-0.212,Ordinary,Not in reference set,79.89,16.01,5.87,70.46,No,
TAMSULOSIN,FOETAL MALFORMATION,Congenital,385,396.9,0.97,0.97,0.97,-0.212,Ordinary,Not in reference set,83.12,19.74,7.79,69.87,No,
TRAMADOL,AMPUTATION,Procedural,409,423.1,0.97,0.96,0.96,-0.212,Ordinary,Not in reference set,83.13,14.91,6.60,66.50,No,
CLOZAPINE,PHOTOSENSITIVITY REACTION,Skin,327,333.9,0.98,0.98,0.98,-0.213,Ordinary,Not in reference set,82.26,17.43,5.50,68.20,No,
ONDANSETRON,THROMBOCYTOPENIA,Blood,715,760.8,0.94,0.93,0.93,-0.213,Ordinary,Not in reference set,81.96,18.60,6.15,68.53,No,
ALLOPURINOL,PYREXIA,General,922,991.1,0.93,0.93,0.92,-0.213,Ordinary,Not in reference set,81.89,17.25,6.18,66.59,No,
ALLOPURINOL,SEIZURE,Nervous system,479,500.1,0.96,0.96,0.95,-0.213,Ordinary,Not in reference set,82.25,14.82,6.89,70.56,No,
CANAGLIFLOZIN,LACTIC ACIDOSIS,Metabolic,446,463.9,0.96,0.96,0.96,-0.213,Ordinary,Not in reference set,80.94,17.71,4.04,66.82,No,
IBUPROFEN,MYOCARDITIS,Cardiac,488,510.1,0.96,0.95,0.95,-0.213,Ordinary,Not in reference set,81.56,18.03,5.12,70.49,No,
HYDROXYCHLOROQUINE,AGRANULOCYTOSIS,Blood,414,428.9,0.97,0.96,0.96,-0.213,Ordinary,Not in reference set,83.09,19.32,8.21,64.49,No,
CELECOXIB,AORTIC ANEURYSM,Vascular,322,328.6,0.98,0.98,0.98,-0.213,Ordinary,Not in reference set,84.16,18.01,4.66,65.53,No,
OMEPRAZOLE,SEIZURE,Nervous system,813,870.1,0.93,0.93,0.93,-0.214,Ordinary,Not in reference set,84.75,19.07,5.29,66.42,No,
CIPROFLOXACIN,AMPUTATION,Procedural,409,423.6,0.97,0.96,0.96,-0.214,Ordinary,Not in reference set,84.11,16.63,5.62,69.68,No,
IBUPROFEN,PHOTOSENSITIVITY REACTION,Skin,554,583.1,0.95,0.95,0.94,-0.214,Ordinary,Not in reference set,83.39,17.15,4.87,70.22,No,
AMLODIPINE,LACTIC ACIDOSIS,Metabolic,848,909.6,0.93,0.93,0.92,-0.214,Ordinary,Not in reference set,84.43,17.81,4.36,68.16,No,
CLOZAPINE,URTICARIA,Skin,770,822.7,0.94,0.93,0.93,-0.215,Ordinary,Not in reference set,82.47,18.05,5.58,69.61,No,
APIXABAN,STEVENS-JOHNSON SYNDROME,Skin,352,361.5,0.97,0.97,0.97,-0.215,Ordinary,Not in reference set,85.51,15.91,6.82,61.93,No,
AMLODIPINE,HEPATITIS,Hepatobiliary,665,706.2,0.94,0.94,0.93,-0.215,Ordinary,Not in reference set,85.26,19.55,5.71,66.62,No,
